Institute,ID Number,Project,Higher Group,Family,Genus,Species ,Standard,Buffer,mean1,mean2,cv1,cv2,ratio,ave.sample,ave.standard,GS pg (2C),GS pg (1C),1C/Gbp,cv.sample,cv.standard,SD(R).sample,measured by,Date,DToL Specimen ID,Previous estimate (2C) (prime*),Comments on DToL sample,,,,,
,,,,,,,,,168.69,225.11,5.38,5.8,1.334,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Cyperaceae,Carex,pulicans,<Solanum,GPB3%PVP,168.7,438.04,3.55,2.54,2.597,173.67,445.57,0.78,0.39,0.38,3.63,2.55,0.032,Sahr Mian ,04/08/21,,0.64,,,,,,
,,,,,,,,,172.8,443.94,3.9,2.66,2.569,,,,,,,,,,,,,,,,,,
,,,,,,,,,179.51,454.73,3.45,2.45,2.533,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Campanulaceae,Campanula,rotundifolia,>Solanum,GPB3%PVP,212.89,464.62,3.83,3.41,2.182,467.18,214.06,4.37,2.18,2.13,3.70,4.07,0.013,Sahr Mian ,04/08/21,,2.06,Polyploid compared to collection from Kew,,,,,
,,,,,,,,,210.94,463.06,4.53,3.72,2.195,,,,,,,,,,,,,,,,,,
,,,,,,,,,218.34,473.87,3.84,3.97,2.170,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Hypericaceae,Hypericum,pulchrum,<Solanum,GPB3%PVP,204.43,431.76,4.13,3.07,2.112,206.86,435.92,0.95,0.47,0.46,4.21,2.99,0.009,Sahr Mian ,04/08/21,,-,,,,,,
,,,,,,,,,206.07,435.53,4.05,3.07,2.114,,,,,,,,,,,,,,,,,,
,,,,,,,,,210.08,440.48,4.46,2.83,2.097,,,,,,,,,,,,,,,,,,
RBGE,DMR103,DTOL,Angiosperm,Gentianaceae,Gentianella,amarella,>Pisum,GPB3%PVP,268.02,309.41,2.7,2.12,1.154,314.10,274.23,10.41,5.21,5.09,2.27,2.82,0.009,Sahr Mian,05/08/21,,-,,,,,,
,,,,,,,,,273.24,312.9,2.67,2.27,1.145,,,,,,,,,,,,,,,,,,
,,,,,,,,,281.43,319.99,3.09,2.43,1.137,,,,,,,,,,,,,,,,,,
RBGE,DMR104,DTOL,Angiosperm,Asteraceae,Achillea,ptarmica,<Pisum,GPB3%PVP,250.08,310.12,2.82,2.33,1.240,252.72,312.95,7.34,3.67,3.59,2.59,1.88,0.001,Sahr Mian,05/08/21,,5.80,,,,,,
,,,,,,,,,252.94,313.47,2.61,1.7,1.239,,,,,,,,,,,,,,,,,,
,,,,,,,,,255.15,315.25,2.35,1.61,1.239,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Poaceae,Helictochloa,pratensis,>Pisum,GPB3%PVP,108.42,467.22,2.65,2.35,4.309,466.73,108.83,38.98,19.49,19.06,2.25,2.59,0.019,Sahr Mian,05/08/21,,-,,,,,,
,,,,,,,,,109.07,467.46,2.5,2.17,4.286,,,,,,,,,,,,,,,,,,
,,,,,,,,,108.99,465.52,2.61,2.23,4.271,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Poaceae,Briza,media,<Pisum,GPB3%PVP,213.34,289.26,3.21,3.6,1.356,216.91,290.83,6.78,3.39,3.32,2.90,3.63,0.016,Sahr Mian,05/08/21,,6.71,,,,,,
,,,,,,,,,218.75,290.16,2.75,3.87,1.325,,,,,,,,,,,,,,,,,,
,,,,,,,,,218.65,293.06,2.75,3.43,1.340,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Poaceae,Anthoxanthum,odoratum,>Pisum,GPB3%PVP,311.65,444.88,3.05,2.82,1.428,454.56,317.48,13.01,6.51,6.36,2.73,2.83,0.003,Sahr Mian,05/08/21,,11.80,,,,,,
,,,,,,,,,317.21,454.92,2.52,2.62,1.434,,,,,,,,,,,,,,,,,,
,,,,,,,,,323.58,463.88,2.92,2.75,1.434,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Cistaceae,Helianthemum,nummularium,<Pisum,GPB3%PVP,222.69,315.56,3.89,3.82,1.417,222.77,315.87,6.41,3.21,3.13,3.97,3.86,0.001,Sahr Mian,05/08/21,,6.49,,,,,,
,,,,,,,,,222.84,316.17,4.05,3.9,1.419,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Poaceae,Danthonia,decumbens,<Pisum,GPB3%PVP,168.59,310.05,2.42,2.57,1.646,176.62,308.45,5.21,2.60,2.55,2.23,2.29,0.004,Sahr Mian,05/08/21,,4.59,,,,,,
,,,,,,,,,178.32,312.37,2.12,2.06,1.641,,,,,,,,,,,,,,,,,,
,,,,,,,,,182.96,302.94,2.14,2.25,1.638,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Caprifoliaceae,Succisa,pratensis,<Pisum,GPB3%PVP,188.33,310.05,2.42,2.57,1.646,187.89,308.45,5.54,2.77,2.71,2.23,2.29,0.004,Sahr Mian,05/08/21,,5.56,,,,,,
,,,,,,,,,190.38,312.37,2.12,2.06,1.641,,,,,,,,,,,,,,,,,,
,,,,,,,,,184.96,302.94,2.14,2.25,1.638,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Violaceae,Viola,riviniana,<Petro,Gabraith,195.73,332.17,4.09,4.32,1.697,195.73,332.17,2.65,1.33,1.30,4.09,4.32,#DIV/0!,Sahr Mian,05/08/21,,2.73,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Cyperaceae,Carex,hostiana,<Solanum,GPB3%PVP,147.53,338.58,3.81,2.32,2.295,154.12,351.09,0.88,0.44,0.43,3.59,2.38,0.015,Sahr Mian,06/08/21,,0.68,,,,,,
,,,,,,,,,155.97,353.79,3.6,2.44,2.268,,,,,,,,,,,,,,,,,,
,,,,,,,,,158.86,360.9,3.37,2.37,2.272,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Lamiaceae,Thymus,praecox,<Petro,GPB3%PVP,168.1,308.44,3.76,3.43,1.835,176.64,319.22,2.49,1.25,1.22,3.65,3.58,0.026,Sahr Mian,06/08/21,,2.80,,,,,,
,,,,,,,,,177.79,320.9,3.72,3.59,1.805,,,,,,,,,,,,,,,,,,
,,,,,,,,,184.03,328.31,3.48,3.73,1.784,,,,,,,,,,,,,,,,,,
BUXTON,,DTOL,Angiosperm,Poaceae,Dactylis,glomerata,>Petro,GPB3%PVP,195.97,367.62,2.69,3.01,1.876,373.23,200.04,8.40,4.20,4.11,2.65,2.41,0.011,Sahr Mian,06/08/21,,8.58,,,,,,
,,,,,,,,,200.22,374.05,2.42,2.7,1.868,,,,,,,,,,,,,,,,,,
,,,,,,,,,203.94,378.03,2.12,2.25,1.854,,,,,,,,,,,,,,,,,,
RBGE,,DTOL,Angiosperm,Fagaceae,Quercus,petraea,<Petro,OXPRO,131.12,299.8,3.82,2.28,2.286,132.32,302.00,1.97,0.99,0.96,3.57,2.18,0.005,Sahr Mian,06/08/21,,1.81,,,,,,
,,,,,,,,,132.58,301.92,3.49,1.94,2.277,,,,,,,,,,,,,,,,,,
,,,,,,,,,133.27,304.29,3.39,2.31,2.283,,,,,,,,,,,,,,,,,,
RBGE,DMR107,DTOL,Angiosperm,Potamogetonaceae,Potamogeton,natans,<Petro,GPB3%PVP,115.88,290.16,3.88,2.85,2.504,117.21,288.71,1.83,0.91,0.89,4.33,3.01,0.034,Sahr Mian,10/08/21,,-,,,,,,
,,,,,,,,,118.6,288.98,4.48,2.51,2.437,,,,,,,,,,,,,,,,,,
,,,,,,,,,117.16,287,4.64,3.67,2.461,,,,,,,,,,,,,,,,,,
RBGE,DMR109,DTOL,Angiosperm,Asteraceae,Lapsana,communis,<Petro,GPB3%PVP,172.05,309.6,3.37,2.34,1.8,172.03,307.49,2.52,1.26,1.23,3.14,2.33,0.055,Sahr Mian,10/08/21,,2.40,,,,,,
,,,,,,,,,171.67,307.07,3.05,2.2,1.879,,,,,,,,,,,,,,,,,,
,,,,,,,,,172.37,305.8,3,2.44,1.774,,,,,,,,,,,,,,,,,,
RBGE,DMR110,DTOL,Angiosperm,Asteraceae,Centauria,nigra,>Solanum,GPB3%PVP,143.68,302.84,3.33,3.39,2.108,313.24,150.36,4.17,2.08,2.04,2.96,2.74,0.020,Sahr Mian ,10/08/21,,2.24,polyploid,,,,,
,,,,,,,,,149.34,313.69,2.53,3.07,2.101,,,,,,,,,,,,,,,,,,
,,,,,,,,,158.06,323.2,2.36,2.43,2.071,,,,,,,,,,,,,,,,,,
RBGE,DMR111,DTOL,Angiosperm,Hydrocharitaceae,Elodea,nuttallii,>Petro,GPB3%PVP,217.27,404.82,2.59,2.69,1.863,415.48,224.92,8.31,4.16,4.06,2.54,2.47,0.015,Sahr Mian,10/08/21,,-,,,,,,
,,,,,,,,,224.37,414.36,2.49,2.67,1.847,,,,,,,,,,,,,,,,,,
,,,,,,,,,233.11,427.27,2.32,2.25,1.833,,,,,,,,,,,,,,,,,,
RBGE,DMR105,DTOL,Angiosperm,Asteraceae,Sonchus,asper,<Solanum,GPB3%PVP,234.97,288.37,4.23,3.91,1.227,242.04,296.99,1.63,0.81,0.80,3.94,3.39,0.006,Sahr Mian,10/08/21,,1.37,,,,,,
,,,,,,,,,243.96,297.93,4.14,3.9,1.221,,,,,,,,,,,,,,,,,,
,,,,,,,,,247.19,304.67,3.46,2.37,1.233,,,,,,,,,,,,,,,,,,
RBGE,DMR106,DTOL,Angiosperm,Asteraceae,Cirsium,vulgare,>Solanum,GPB3%PVP,154.84,432.34,2.48,2.48,2.792,434.75,157.60,5.52,2.76,2.70,2.33,2.53,0.035,Sahr Mian ,10/08/21,,5.54,,,,,,
,,,,,,,,,158.36,437.27,2.67,2.26,2.761,,,,,,,,,,,,,,,,,,
,,,,,,,,,159.59,434.63,2.43,2.24,2.723,,,,,,,,,,,,,,,,,,
RBGE,DMR108,DTOL,Angiosperm,Cyperaceae,Carex,remota,<Solanum,GPB3%PVP,144.49,311.03,3.88,2.56,2.153,151.20,321.55,0.94,0.47,0.46,4.00,2.51,0.034,Sahr Mian,10/08/21,,0.80,,,,,,
,,,,,,,,,148.57,318.32,4.21,2.68,2.143,,,,,,,,,,,,,,,,,,
,,,,,,,,,160.54,335.3,3.92,2.29,2.089,,,,,,,,,,,,,,,,,,
RBGE,DMR112,DTOL,Angiosperm,Asteraceae,Sonchus,arvensis,>Petro,GPB3%PVP,207.91,437.77,3.37,3.27,2.106,454.50,214.64,9.53,4.76,4.66,2.78,2.81,0.020,Sahr Mian,11/08/21,,6.20,,,,,,
,,,,,,,,,216.52,455.9,2.57,2.68,2.106,,,,,,,,,,,,,,,,,,
,,,,,,,,,219.48,469.83,2.49,2.38,2.141,,,,,,,,,,,,,,,,,,
RBGE,DMR113,DTOL,Angiosperm,Amaranthaceae,Atriplex,laciniata,<Petro,GPB3%PVP,155.02,400.43,4.09,2.59,2.583,157.65,410.47,1.73,0.86,0.85,3.89,2.82,0.018,Sahr Mian,11/08/21,,-,A lot of endopolyploidy,,,,,
,,,,,,,,,158.62,413.97,3.93,2.83,2.61,,,,,,,,,,,,,,,,,,
,,,,,,,,,159.31,417,3.64,3.03,2.618,,,,,,,,,,,,,,,,,,
RBGE,DMR114,DTOL,Angiosperm,Asteraceae,Centaurium,erythrea,<Petro,GPB3%PVP,175.5,340.32,3.83,2.77,1.939,182.95,350.91,2.35,1.17,1.15,3.34,2.53,0.018,Sahr Mian,11/08/21,,2.50,,,,,,
,,,,,,,,,184.74,353.2,3.27,2.31,1.912,,,,,,,,,,,,,,,,,,
,,,,,,,,,188.6,359.22,2.93,2.51,1.905,,,,,,,,,,,,,,,,,,
RBGE,DMR115,DTOL,Angiosperm,Asteraceae,Tripolium,pannonicum,>Petro,GPB3%PVP,108.33,493.95,3.42,2.42,4.560,503.00,113.37,19.97,9.98,9.76,80.17,3.14,0.123,Sahr Mian,11/08/21,,-,,,,,,
,,,,,,,,,113.06,502.87,3.14,236,4.448,,,,,,,,,,,,,,,,,,
,,,,,,,,,118.71,512.18,2.87,2.1,4.314,,,,,,,,,,,,,,,,,,
RBGK,MC9251,DTOL,Angiosperm,Campanulaceae,Lobelia,dortmanna,<Petro,GPB3%PVP,135.85,278.9,4.85,4.65,2.053,138.10,280.93,2.21,1.11,1.08,4.37,4.29,0.016,Sahr Mian,16/08/21,KDTOL10333,6.4,,,,,,
,,,,,,,,,138.07,279.39,4.42,4.41,2.023,,,,,,,,,,,,,,,,,,
,,,,,,,,,140.38,284.5,3.84,3.81,2.027,,,,,,,,,,,,,,,,,,
RBGK,MC9252,DTOL,Angiosperm,Crassulaceae,Sedum,anglicum,>Solanum,GPB3%PVP,129.95,250.26,4.02,4.72,1.926,250.26,129.95,3.85,1.93,1.88,4.72,4.02,#DIV/0!,Sahr Mian ,16/08/21,KDTOL10334,-,"Few nuclei, only one run available",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGK,MC9253,DTOL,Angiosperm,Euphorbiaceae,Euphorbia,paralias,<Petro,GPB3%PVP,152.22,392.9,3,1.64,2.581,154.10,392.39,1.77,0.88,0.86,3.27,1.87,0.038,Sahr Mian,16/08/21,KDTOL10335,1.56,,,,,,
,,,,,,,,,153.33,391.51,3.34,1.89,2.537,,,,,,,,,,,,,,,,,,
,,,,,,,,,156.75,392.76,3.48,2.07,2.506,,,,,,,,,,,,,,,,,,
RBGK,MC9254,DTOL,Angiosperm,Amaranthaceae,Kali,turgidum,<Petro,GPB3%PVP,213.53,279.19,3.93,3.18,1.308,224.10,292.95,3.44,1.72,1.68,3.23,2.76,0.011,Sahr Mian,16/08/21,KDTOL10336,1.22,potential polyploid,,,,,
,,,,,,,,,226.13,293.02,3.13,3.08,1.296,,,,,,,,,,,,,,,,,,
,,,,,,,,,232.63,306.64,2.64,2.01,1.318,,,,,,,,,,,,,,,,,,
RBGK,MC9257,DTOL,Angiosperm,Ericaceae,Pyrola,rotundifolia,>Petro,GPB3%PVP,307.97,517.25,2.81,3.77,1.680,517.25,307.97,7.56,3.78,3.70,3.77,2.81,#DIV/0!,Sahr Mian,11/08/21,KDTOL10340,9.63,"Low nuclei count, problematic ericaceae",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGK,MC9258,DTOL,Angiosperm,Celastraceae,Parnassia,palustris,<Petro,GPB3%PVP,224.64,383.64,3.12,2.22,1.708,226.18,382.81,2.66,1.33,1.30,3.25,2.44,0.018,Sahr Mian,16/08/21,KDTOL10339,2.65,Diploid form,,,,,
,,,,,,,,,225.68,382.96,2.97,2.35,1.696,,,,,,,,,,,,,,,,,,
,,,,,,,,,228.23,381.82,3.66,2.76,1.673,,,,,,,,,,,,,,,,,,
RBGK,MC9260,DTOL,Angiosperm,Convolvulaceae,Calystegia,soldanella,<Petro,GPB3%PVP,100.67,279.22,4.49,2.74,2.773,105.03,285.77,1.65,0.83,0.81,4.27,2.64,0.046,Sahr Mian,16/08/21,KDTOL10341,-,,,,,,
,,,,,,,,,105.37,285.64,4.5,2.81,2.711,,,,,,,,,,,,,,,,,,
,,,,,,,,,109.05,292.44,3.81,2.36,2.682,,,,,,,,,,,,,,,,,,
RBGK,MC9265,DTOL,Angiosperm,Apiaceae,Torilis,japonica,<Petro,GPB3%PVP,109.55,364.98,3,2.15,3.331,112.68,370.70,1.37,0.68,0.67,3.01,2.12,0.040,Sahr Mian,16/08/21,KDTOL10346,2.30,,,,,,
,,,,,,,,,112.69,370.7,2.97,2.06,3.29,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.8,376.43,3.07,2.14,3.251,,,,,,,,,,,,,,,,,,
RBGK,MC9266,DTOL,Angiosperm,Plantaginaceae,Plantago,maritima,<Petro,GPB3%PVP,168.32,281.82,3.19,2.31,1.674,174.04,289.45,2.71,1.35,1.32,2.83,2.21,0.010,Sahr Mian,16/08/21,KDTOL10347,-,,,,,,
,,,,,,,,,173.9,288.75,2.87,2.38,1.66,,,,,,,,,,,,,,,,,,
,,,,,,,,,179.89,297.77,2.44,1.93,1.655,,,,,,,,,,,,,,,,,,
RBGK,MC9267,DTOL,Angiosperm,Primulaceae,Samolus,valerandi,<Petro,GPB3%PVP,112.46,382.31,5.31,2.93,3.4,115.57,392.94,1.32,0.66,0.65,4.67,2.51,0.034,Sahr Mian,16/08/21,KDTOL10348,-,,,,,,
,,,,,,,,,117.4,395.23,3.78,2.13,3.366,,,,,,,,,,,,,,,,,,
,,,,,,,,,116.85,401.27,4.93,2.46,3.434,,,,,,,,,,,,,,,,,,
RBGK,MC9267,DTOL,Angiosperm,Apiaceae,Heliosciadium ,nodoflorum,<Petro,GPB3%PVP,152.42,360.24,3.59,2.7,2.363,158.26,369.27,1.93,0.96,0.94,3.55,2.67,0.033,Sahr Mian,16/08/21,KDTOL10349,-,,,,,,
,,,,,,,,,154.83,362.53,4.2,3.14,2.342,,,,,,,,,,,,,,,,,,
,,,,,,,,,167.53,385.04,2.87,2.18,2.298,,,,,,,,,,,,,,,,,,
RBGK,MC9269,DTOL,Angiosperm,Campanulaceae,Jasione,montana,<Petro,GPB3%PVP,222.29,277.12,4.84,2.59,1.247,231.51,287.09,3.63,1.81,1.77,4.24,2.60,0.006,Sahr Mian,16/08/21,KDTOL10350,-,,,,,,
,,,,,,,,,230.44,284.87,4.24,3.01,1.236,,,,,,,,,,,,,,,,,,
,,,,,,,,,241.79,299.27,3.64,2.19,1.238,,,,,,,,,,,,,,,,,,
RBGK,MC9270,DTOL,Angiosperm,Crassulaceae,Umbilicus,rupestris,<Petro,GPB3%PVP,331.63,395.59,4.33,3.22,1.193,353.99,418.98,3.80,1.90,1.86,4.00,3.04,0.008,Sahr Mian,16/08/21,KDTOL10351,-,"Messy sample, may have contamination",,,,,
,,,,,,,,,356.44,419.89,3.85,3.1,1.178,,,,,,,,,,,,,,,,,,
,,,,,,,,,373.9,441.45,3.82,2.8,1.181,,,,,,,,,,,,,,,,,,
RBGK,MC9271,DTOL,Angiosperm,Papaveraceae,Glaucium,flavum,<Petro,GPB3%PVP,200.36,392.84,3.12,4.36,1.97,205.25,404.87,2.28,1.14,1.12,2.58,2.94,0.029,Sahr Mian,16/08/21,KDTOL10352,-,,,,,,
,,,,,,,,,208.45,411.76,2.51,2.23,1.936,,,,,,,,,,,,,,,,,,
,,,,,,,,,206.95,410.02,2.12,2.22,1.912,,,,,,,,,,,,,,,,,,
RBGK,MC9264,DTOL,Fern,Aspleniaceae,Asplenium,marinum,>Petro,Ebihara,115.05,483.18,3.4,3.24,4.200,503.53,120.62,18.78,9.39,9.19,2.89,3.06,0.028,Sahr Mian,16/08/21,KDTOL10345,8.30,Polyploid,,,,,
,,,,,,,,,122.11,510.48,2.77,2.55,4.180,,,,,,,,,,,,,,,,,,
,,,,,,,,,124.71,516.93,3.01,2.87,4.145,,,,,,,,,,,,,,,,,,
RBGK,MC9262,DTOL,Fern,Aspleniaceae,Asplenium,trichomanes subsp quadrivalens,>Pisum,Ebihara,121.39,249.09,2.93,4.44,2.052,257.25,126.15,18.54,9.27,9.06,4.75,3.17,0.018,Sahr Mian,16/08/21,KDTOL10343,18.11,,,,,,
,,,,,,,,,126.94,259.43,2.81,4.54,2.044,,,,,,,,,,,,,,,,,,
,,,,,,,,,130.13,263.23,3.77,5.26,2.018,,,,,,,,,,,,,,,,,,
RBGK,MC9263,DTOL,Fern,Aspleniaceae,Asplenium,ceterach,>Pisum,Ebihara,124.51,264.13,2.96,4.66,2.121,282.94,135.37,19.00,9.50,9.29,4.78,3.15,0.028,Sahr Mian,16/08/21,KDTOL10344,18.30,,,,,,
,,,,,,,,,135.31,282.42,3.31,5.11,2.087,,,,,,,,,,,,,,,,,,
,,,,,,,,,146.29,302.26,3.18,4.56,2.066,,,,,,,,,,,,,,,,,,
RBGK,MC9255,DTOL,Angiosperm,Orchidaceae,Epipactis,palustris,>Pisum,GPB3%PVP,109.7,379.86,3.93,4.08,3.463,307.18,85.92,32.50,16.25,15.89,5.84,5.64,0.145,Sahr Mian,16/08/21,KDTOL10337,-,,,,,,
,,,,,,,,,79.71,285.39,6.06,5.1,3.571,,,,,,,,,,,,,,,,,,
,,,,,,,,,68.34,256.3,6.92,8.33,3.751,,,,,,,,,,,,,,,,,,
RBGK,MC9256,DTOL,Fern ally,Equisetaceae,Equisetum,variegatum,>Allium,GBP3%PVP,164.5,297.87,4.37,4.32,1.811,308.48,170.89,62.98,31.49,30.80,3.84,3.82,0.007,Sahr Mian,16/08/21,,60.70,,,,,,
,,,,,,,,,171.04,309.31,3.7,3.59,1.808,,,,,,,,,,,,,,,,,,
,,,,,,,,,177.14,318.26,3.39,3.6,1.797,,,,,,,,,,,,,,,,,,
RBGE,DMR76,DTOL,Angiosperm,Ericaeae,Arctostaphylos,uva-ursi,>Solanum,GPB3%PVP,156.28,303.17,3.46,4.68,1.940,311.41,162.25,3.84,1.92,1.88,4.11,3.27,0.016,Sahr Mian ,16/08/21,,2.49,,,,,,
,,,,,,,,,161.87,310.29,3.25,4.2,1.917,,,,,,,,,,,,,,,,,,
,,,,,,,,,168.61,320.78,3.11,3.46,1.909,,,,,,,,,,,,,,,,,,
RBGE,DMR78,DTOL,Angiosperm,Juncaginceae,Juncus,trifidus,<Solanum,GPB3%PVP,115.33,325.93,3.79,2.6,2.826,118.11,330.11,0.72,0.36,0.35,4.39,2.64,0.030,Sahr Mian,16/08/21,,-,,,,,,
,,,,,,,,,116.95,326.8,4.34,2.78,2.794,,,,,,,,,,,,,,,,,,
,,,,,,,,,122.04,337.59,5.03,2.55,2.766,,,,,,,,,,,,,,,,,,
RBGE,DMR79,DTOL,Angiosperm,Polemoniaceae,Polemonium,caeruleum,>Petro,GPB3%PVP,144.29,426.56,3.29,3.13,2.956,428.67,145.39,13.27,6.63,6.49,3.15,3.29,0.009,Sahr Mian,16/08/21,,-,,,,,,
,,,,,,,,,145.84,430.26,2.86,2.8,2.950,,,,,,,,,,,,,,,,,,
,,,,,,,,,146.04,429.19,3.72,3.51,2.939,,,,,,,,,,,,,,,,,,
RBGE,DMR89,DTOL,Angiosperm,Ericaceae,Erica,cinerea,<Petro,GPB3%PVP,87.49,441.9,5.52,2.4,5.051,88.60,442.06,0.90,0.45,0.44,5.70,2.37,0.086,Sahr Mian,16/08/21,,-,,,,,,
,,,,,,,,,89.71,442.22,5.88,2.33,4.93,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGE,DMR116,DTOL,Angiosperm,Fabaceae,Trifolium,dubium,<Petro,GPB3%PVP,122.78,334.86,3.06,2.59,2.727,127.20,341.39,1.68,0.84,0.82,2.56,2.20,0.037,Sahr Mian,16/08/21,,1.46,,,,,,
,,,,,,,,,128.1,341.95,2.5,2.11,2.669,,,,,,,,,,,,,,,,,,
,,,,,,,,,130.71,347.36,2.11,1.89,2.657,,,,,,,,,,,,,,,,,,
RBGE,DMR117,DTOL,Angiosperm,Asteraceae,Scorzoneroides,autumnalis,>Solanum,GPB3%PVP,193.66,381.31,2.44,2.64,1.969,389.49,199.29,3.91,1.95,1.91,2.58,2.40,0.016,Sahr Mian,16/08/21,,-,,,,,,
,,,,,,,,,198.82,389.15,2.25,2.59,1.957,,,,,,,,,,,,,,,,,,
,,,,,,,,,205.4,398,2.51,2.5,1.938,,,,,,,,,,,,,,,,,,
RBGE,DMR118,DTOL,Angiosperm,Asteraceae,Cirsium,arvense,<Petro,GPB3%PVP,228.89,326.19,3.18,2.61,1.425,235.87,336.15,3.16,1.58,1.54,3.22,2.66,0.006,Sahr Mian,16/08/21,,2.84,,,,,,
,,,,,,,,,234.91,333.36,3.08,2.52,1.419,,,,,,,,,,,,,,,,,,
,,,,,,,,,243.8,348.91,3.41,2.84,1.431,,,,,,,,,,,,,,,,,,
RBGE,DMR119,DTOL,Angiosperm,Fabaceae,Lathyrus,pratensis,>Pisum,GPB3%PVP,202.53,516.84,3.31,3.44,2.552,509.71,203.64,22.75,11.38,11.13,3.97,3.51,0.044,Sahr Mian,16/08/21,,11,Polyploid,,,,,
,,,,,,,,,215.03,535.33,3.19,4.15,2.49,,,,,,,,,,,,,,,,,,
,,,,,,,,,193.35,476.96,4.04,4.31,2.467,,,,,,,,,,,,,,,,,,
RBGE,DMR122,DTOL,Angiosperm,Salicaceae,Salix,phylicifolia,<Petro,GPB3%PVP,184.19,345.09,4.17,2.32,1.874,189.84,351.49,2.43,1.22,1.19,3.80,2.30,0.020,Sahr Mian,16/08/21,,2,,,,,,
,,,,,,,,,189.6,350.66,3.77,2.46,1.849,,,,,,,,,,,,,,,,,,
,,,,,,,,,195.74,358.72,3.45,2.11,1.835,,,,,,,,,,,,,,,,,,
RBGE,MC9295,DTOL,Angiosperm,Plantaginaceae,Plantago,major,<Petro,GPB3%PVP,117.47,313.52,3.84,2.53,2.669,122.19,325.31,1.69,0.85,0.83,3.78,2.71,0.019,Sahr Mian,16/08/21,KDTOL10358,1.42,,,,,,
,,,,,,,,,122.83,324.38,3.93,2.86,2.641,,,,,,,,,,,,,,,,,,
,,,,,,,,,126.28,338.03,3.58,2.74,2.677,,,,,,,,,,,,,,,,,,
RBGE,MC9279,DTOL,Angiosperm,Brassicaceae,Armoracia,rusticana,<Petro,GPB3%PVP,126.39,362.8,3.51,2.43,2.87,129.75,372.94,1.57,0.78,0.77,3.20,2.46,0.029,Sahr Mian,16/08/21,KDTOL10362,-,,,,,,
,,,,,,,,,130.91,372.72,3.12,2.49,2.847,,,,,,,,,,,,,,,,,,
,,,,,,,,,131.95,383.31,2.98,2.47,2.905,,,,,,,,,,,,,,,,,,
RBGE,MC9280,DTOL,Angiosperm,Poaceae,Phragmites,australis,<Petro,GPB3%PVP,97.49,204.15,3.55,2.89,2.094,98.43,205.77,2.15,1.08,1.05,3.20,2.63,0.005,Sahr Mian,16/08/21,KDTOL10363,4,polyploid,,,,,
,,,,,,,,,99.23,207.94,2.79,2.19,2.096,,,,,,,,,,,,,,,,,,
,,,,,,,,,98.57,205.21,3.26,2.81,2.086,,,,,,,,,,,,,,,,,,
RBGE,DMR48,DTOL,Angiosperm,Rosaceae,Potentilla,fruticosa,<Solanum,GPB3%PVP,208.73,351.04,3.92,2.87,1.676,210.21,353.33,1.19,0.59,0.58,4.47,2.93,0.011,Sahr Mian,17/08/21,,0.80,,,,,,
,,,,,,,,,208.75,352.92,4.88,3.02,1.691,,,,,,,,,,,,,,,,,,
,,,,,,,,,213.15,356.03,4.62,2.9,1.670,,,,,,,,,,,,,,,,,,
RBGE,DMR75,DTOL,Angiosperm,Rosaceae,Dryas,octopetala,<Solanum,GPB3%PVP,105.18,347.43,4.63,2.45,3.303,104.66,345.99,0.61,0.30,0.30,4.87,2.39,0.009,Sahr Mian,17/08/21,,1.20,,,,,,
,,,,,,,,,103.74,344.01,5.04,2.43,3.316,,,,,,,,,,,,,,,,,,
,,,,,,,,,105.07,346.54,4.93,2.3,3.298,,,,,,,,,,,,,,,,,,
RBGE,DMR77,DTOL,Angiosperm,Salicaceae,Salix,lapponum,<Solanum,GPB3%PVP,181.45,412.67,5.97,3.2,2.274,181.45,412.67,0.88,0.44,0.43,5.97,3.20,#DIV/0!,Sahr Mian,17/08/21,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
